#,"./SRR14530610_trimmed.bam","./SRR14530611_trimmed.bam","./SRR14530612_trimmed.bam","./SRR14530613_trimmed.bam","./SRR14530614_trimmed.bam","./SRR14530615_trimmed.bam","./SRR14530616_trimmed.bam","./SRR14530617_trimmed.bam"
Geneid,./SRR14530610_trimmed.bam,./SRR14530611_trimmed.bam,./SRR14530612_trimmed.bam,./SRR14530613_trimmed.bam,./SRR14530614_trimmed.bam,./SRR14530615_trimmed.bam,./SRR14530616_trimmed.bam,./SRR14530617_trimmed.bam
ENSG00000233037,0,0,0,0,0,0,0,0
ENSG00000168992,4,0,1,18,2,0,6,0
ENSG00000232717,4,0,0,0,0,0,9,4
ENSG00000274028,0,0,0,0,0,0,0,0
ENSG00000230083,0,0,0,0,0,0,4,0
ENSG00000144015,2,0,0,0,0,0,5,0
ENSG00000236026,0,0,0,0,0,0,0,0
ENSG00000271003,0,0,0,0,0,0,0,0
ENSG00000270193,0,0,0,0,0,0,0,0
ENSG00000204699,0,0,0,1,0,0,0,0
ENSG00000275497,0,0,0,0,0,0,0,0
ENSG00000235959,0,0,0,0,0,0,0,0
ENSG00000236750,0,0,0,0,0,0,2,0
ENSG00000225979,0,0,0,0,2,0,1,1
ENSG00000213104,6,0,3,0,5,0,4,0
ENSG00000115524,1755,314,5571,501,2628,826,1028,2465
ENSG00000202434,0,0,1,1,1,0,0,2
ENSG00000206836,0,0,0,0,0,0,0,0
ENSG00000115541,8,0,26,0,19,0,17,7
ENSG00000270757,0,0,0,0,0,0,0,0
ENSG00000115540,16,0,79,1,38,82,17,45
ENSG00000231699,2,0,1,0,0,0,1,1
ENSG00000287858,0,0,3,0,4,0,7,0
ENSG00000154479,5,0,18,0,18,0,12,28
ENSG00000226072,0,0,0,0,3,0,4,0
ENSG00000144362,1,0,6,0,5,0,3,1
ENSG00000213160,3,0,4,0,7,0,7,2
ENSG00000206961,1,0,2,10,0,0,5,0
ENSG00000231550,6,0,0,0,0,0,7,0
ENSG00000214369,1,0,1,0,0,0,4,0
ENSG00000138385,121,55,511,109,230,0,116,176
ENSG00000138382,19,0,72,0,27,0,9,22
ENSG00000227176,9,0,5,0,12,0,3,4
ENSG00000252807,0,0,0,0,0,0,0,0
ENSG00000144381,198,0,705,61,321,0,124,154
ENSG00000144357,173,23,552,81,391,57,88,158
ENSG00000234732,0,0,0,0,0,0,0,0
ENSG00000231445,0,0,0,0,0,0,0,0
ENSG00000224674,6,0,0,0,2,0,10,0
ENSG00000233397,1,0,0,0,0,0,1,0
ENSG00000115263,4,0,0,0,4,0,1,0
ENSG00000236841,4,0,1,0,9,0,6,0
ENSG00000229337,39,0,83,0,38,4,16,16
ENSG00000251746,0,0,0,0,0,0,0,0
ENSG00000226273,12,0,0,0,1,0,5,0
ENSG00000201102,0,0,0,0,0,0,0,0
ENSG00000213069,0,0,2,0,0,0,4,0
ENSG00000284252,0,0,0,0,0,0,0,0
ENSG00000116044,495,140,954,85,711,127,179,556
ENSG00000225808,6,0,13,0,14,0,3,15
ENSG00000265396,19,0,13,0,8,0,5,13
ENSG00000222043,5,0,28,0,41,0,13,12
ENSG00000213963,25,0,13,93,38,22,14,7
ENSG00000271825,0,0,2,0,1,0,1,0
ENSG00000271996,1,0,0,0,5,0,1,0
ENSG00000278418,4,0,0,0,8,0,1,1
ENSG00000280374,0,0,0,0,0,0,0,0
ENSG00000237178,0,0,1,0,0,0,1,0
ENSG00000238295,0,0,0,0,0,0,0,0
ENSG00000196659,9,0,20,25,11,0,13,42
ENSG00000237655,6,0,0,0,0,0,1,0
ENSG00000197557,3,0,17,0,14,3,13,31
ENSG00000197635,174,371,565,79,557,11,105,132
ENSG00000229087,0,0,0,0,1,0,2,0
ENSG00000234022,4,0,0,0,0,0,0,0
ENSG00000224194,0,0,0,4,0,0,0,0
ENSG00000231031,7,0,3,0,6,0,20,1
ENSG00000231494,0,0,0,0,0,0,0,0
ENSG00000228884,4,0,0,0,4,0,4,0
ENSG00000286399,0,0,0,0,0,0,0,0
ENSG00000177673,7,0,0,0,1,0,3,0
ENSG00000239202,0,0,0,0,2,0,1,0
ENSG00000079785,95,1,344,60,232,0,101,142
ENSG00000115053,943,8,3118,299,1945,80,543,1265
ENSG00000236501,9,0,0,64,3,23,16,1
ENSG00000170144,460,28,1822,116,1105,52,215,678
ENSG00000264279,0,0,0,0,0,0,0,1
ENSG00000231278,8,0,0,0,0,0,5,0
ENSG00000213048,5,0,1,0,0,0,2,0
ENSG00000172428,23,0,61,0,13,0,7,22
ENSG00000178602,1,0,2,27,0,0,7,0
ENSG00000286325,1,0,0,11,1,0,2,0
ENSG00000286183,5,0,1,0,6,0,0,2
ENSG00000227479,1,0,0,0,0,0,0,0
ENSG00000276366,0,0,0,0,0,0,0,0
ENSG00000130414,335,210,738,178,570,61,207,413
ENSG00000180228,51,1,159,44,153,7,68,142
ENSG00000204311,5,0,3,1,0,0,1,7
ENSG00000238082,1,1,0,0,7,0,3,2
ENSG00000116095,78,17,217,47,130,8,58,109
ENSG00000270956,0,0,1,2,0,0,0,0
ENSG00000270277,3,0,0,0,2,0,0,0
ENSG00000279598,5,0,6,0,10,0,3,3
ENSG00000271011,0,0,0,0,0,0,0,0
ENSG00000270574,2,0,2,1,4,0,0,0
ENSG00000271141,0,0,0,0,0,0,0,0
ENSG00000271401,0,0,0,0,1,0,1,0
ENSG00000267784,0,0,0,0,2,0,0,0
ENSG00000143977,48,0,267,5,126,0,44,99
ENSG00000035141,47,61,163,0,120,0,53,49
ENSG00000233849,0,0,0,0,0,0,0,0
ENSG00000235289,0,0,0,0,0,0,0,0
ENSG00000229229,8,0,0,0,2,0,8,0
ENSG00000224606,6,0,0,0,3,0,5,0
ENSG00000173692,142,29,489,41,318,269,107,168
ENSG00000163093,6,0,0,16,7,0,0,1
ENSG00000251569,0,0,0,0,0,0,0,0
ENSG00000239474,11,0,2,0,0,0,3,2
ENSG00000138399,21,53,107,26,64,0,20,22
ENSG00000229827,0,0,1,0,0,0,0,0
ENSG00000138398,238,218,658,36,332,0,102,341
ENSG00000115750,26,0,55,0,77,0,20,23
ENSG00000269973,12,0,17,12,38,0,11,6
ENSG00000287305,3,0,2,0,0,0,4,0
ENSG00000134317,29,238,2,73,11,91,24,7
ENSG00000188525,15,0,0,12,2,0,13,1
ENSG00000260476,1,0,1,0,0,0,19,0
ENSG00000260077,5,0,18,0,6,0,6,7
ENSG00000172059,65,1,333,0,164,647,110,154
ENSG00000271787,0,0,0,0,1,0,0,0
ENSG00000233502,2,0,0,0,1,0,4,1
ENSG00000212558,0,0,0,0,0,0,0,0
ENSG00000171848,41,54,68,218,52,23,23,20
ENSG00000206647,0,0,0,0,3,0,0,0
ENSG00000265418,0,0,0,0,0,0,0,0
ENSG00000264030,1,0,0,0,0,0,0,2
ENSG00000206898,0,0,0,0,0,0,0,0
ENSG00000115756,275,318,821,82,495,939,181,261
ENSG00000115758,170,805,562,818,275,7211,129,285
ENSG00000206633,0,0,0,0,2,0,0,2
ENSG00000232789,0,0,1,0,0,0,0,0
ENSG00000229525,9,11,1,2,5,0,3,2
ENSG00000234638,2,0,0,0,0,0,0,0
ENSG00000280323,4,0,1,0,0,0,1,1
ENSG00000072195,60,1,30,3,41,0,95,15
ENSG00000227432,0,0,0,0,1,0,2,0
ENSG00000286143,0,0,0,0,0,0,0,0
ENSG00000268603,0,0,0,0,0,0,1,0
ENSG00000268896,0,0,0,0,0,0,1,0
ENSG00000265252,0,0,0,0,0,0,0,0
ENSG00000124006,23,125,14,2,22,0,65,5
ENSG00000269068,0,0,0,0,0,0,0,0
ENSG00000123999,1,1,0,0,0,0,7,2
ENSG00000222678,13,0,0,1,0,0,14,0
ENSG00000144589,122,112,343,23,242,145,82,119
ENSG00000228973,0,0,2,0,0,0,1,0
ENSG00000114923,37,0,51,36,11,0,27,7
ENSG00000267919,2,0,0,0,0,0,0,0
ENSG00000231802,0,0,0,0,0,0,0,0
ENSG00000227308,12,0,1,0,8,0,17,2
ENSG00000223903,0,0,0,0,0,0,3,0
ENSG00000234624,3,0,3,0,3,0,7,1
ENSG00000206937,0,0,0,0,0,0,0,0
ENSG00000285857,3,0,3,0,7,0,0,0
ENSG00000271243,7,0,1,0,0,0,2,0
ENSG00000226884,0,0,0,0,0,0,0,0
ENSG00000206973,0,0,0,0,1,0,0,0
ENSG00000115884,15,0,4,8,7,0,14,0
ENSG00000235411,12,0,4,5,12,0,9,11
ENSG00000238735,1,0,1,0,2,0,0,0
ENSG00000232800,8,0,0,77,1,0,16,2
ENSG00000212171,1,0,0,1,2,0,2,0
ENSG00000143878,1269,192,3670,877,1289,52,287,468
ENSG00000228950,2,0,3,0,0,0,7,0
ENSG00000200829,0,0,0,0,0,0,0,0
ENSG00000237016,1,0,0,0,6,0,5,0
ENSG00000237617,0,0,0,0,0,0,0,0
ENSG00000270460,3,0,0,0,0,0,0,0
ENSG00000234415,0,0,2,0,1,0,0,3
ENSG00000271151,2,0,1,1,1,0,0,3
ENSG00000273258,1,0,4,0,5,0,8,1
ENSG00000260868,3,0,1,0,0,0,0,0
ENSG00000235414,3,0,1,0,0,0,7,0
ENSG00000138430,91,0,380,101,147,0,66,92
ENSG00000270799,2,0,3,0,0,0,4,1
ENSG00000243770,0,0,0,0,1,0,0,0
ENSG00000201088,0,0,0,0,0,0,0,0
ENSG00000227180,10,0,1,0,23,0,13,0
ENSG00000237804,4,1,0,0,0,1,2,0
ENSG00000231453,0,0,2,6,1,0,7,3
ENSG00000280414,4,0,0,0,1,0,0,1
ENSG00000217236,2,0,0,0,1,0,2,0
ENSG00000138433,211,114,683,98,449,6,218,828
ENSG00000144306,37,0,106,14,94,172,24,53
ENSG00000179997,3,0,0,0,0,0,0,0
ENSG00000279884,31,2,22,0,11,0,7,11
ENSG00000206965,3,0,4,0,2,0,0,4
ENSG00000237798,12,0,2,0,8,0,5,1
ENSG00000237126,19,0,15,0,18,0,13,1
ENSG00000204120,281,318,812,305,640,18,173,331
ENSG00000213055,0,0,0,0,0,0,1,1
ENSG00000241409,3,0,2,0,0,0,0,0
ENSG00000115474,4,0,2,0,13,0,1,6
ENSG00000066248,24,0,5,0,18,0,23,3
ENSG00000222001,2,0,0,0,0,0,6,2
ENSG00000115488,1,0,1,1,1,0,13,1
ENSG00000236449,27,0,12,1,56,0,36,16
ENSG00000235655,179,81,1487,108,306,1393,102,431
ENSG00000138435,17,0,2,99,6,0,23,0
ENSG00000162980,44,2,124,28,64,0,9,43
ENSG00000288066,16,0,26,2,25,0,6,7
ENSG00000115935,1345,359,4719,713,2439,7130,630,2040
ENSG00000232114,3,0,0,0,1,0,1,1
ENSG00000163214,86,194,230,87,174,0,41,62
ENSG00000223922,0,0,7,0,8,0,3,1
ENSG00000225284,1,0,2,6,1,0,0,0
ENSG00000207295,0,0,0,0,0,0,0,0
ENSG00000265905,0,0,0,0,0,0,0,0
ENSG00000269210,0,0,0,0,0,0,0,0
ENSG00000229692,0,0,0,0,0,0,0,0
ENSG00000206985,1,0,0,0,2,0,0,0
ENSG00000225900,2,0,1,0,16,0,0,3
ENSG00000202309,0,0,0,0,0,0,0,0
ENSG00000279181,3,0,9,0,16,0,0,9
ENSG00000257800,17,20,12,0,19,0,16,11
ENSG00000217702,0,0,4,0,4,0,0,1
ENSG00000163170,19,4,17,45,6,0,11,11
ENSG00000114978,405,165,1962,272,716,1667,199,818
ENSG00000065911,47,135,178,57,90,65,37,46
ENSG00000279201,2,0,3,0,0,0,0,0
ENSG00000279070,1,0,3,0,4,0,5,0
ENSG00000135913,33,0,109,55,68,0,24,52
ENSG00000222714,0,0,0,0,0,0,1,0
ENSG00000144580,80,102,216,43,228,6,52,120
ENSG00000207393,0,0,1,0,1,0,0,2
ENSG00000115556,20,0,4,28,15,0,29,8
ENSG00000074582,69,412,99,85,134,0,36,45
ENSG00000163481,62,0,159,106,158,0,31,51
ENSG00000163482,66,0,118,57,91,0,60,36
ENSG00000135912,151,2,324,0,270,111,138,162
ENSG00000135929,287,1,270,0,210,0,61,261
ENSG00000286154,0,0,2,0,5,0,8,6
ENSG00000272555,1,0,5,0,0,0,1,0
ENSG00000115592,15,0,1,23,0,0,20,4
ENSG00000283639,0,0,0,0,0,0,0,0
ENSG00000232625,1,0,0,0,0,0,0,0
ENSG00000263828,0,0,0,0,0,0,0,0
ENSG00000174325,0,0,0,0,1,0,0,0
ENSG00000252250,0,0,0,0,2,0,0,0
ENSG00000169599,40,0,80,54,62,0,28,42
ENSG00000244236,0,0,0,0,3,0,4,2
ENSG00000207016,0,0,0,0,2,0,0,0
ENSG00000232228,10,0,3,0,2,0,3,3
ENSG00000229948,4,0,4,0,18,0,2,4
ENSG00000231024,0,0,0,0,1,0,1,0
ENSG00000115568,216,41,429,220,380,127,126,158
ENSG00000182389,69,0,31,59,77,0,72,50
ENSG00000188760,12,0,2,0,4,0,12,3
ENSG00000198885,53,0,39,48,58,0,19,16
ENSG00000214694,10,1,1,29,8,0,5,0
ENSG00000163040,8,0,2,19,7,0,9,0
ENSG00000222038,1,0,4,3,8,4,4,3
ENSG00000204634,227,0,586,273,388,0,66,153
ENSG00000163013,89,0,207,0,153,0,63,79
ENSG00000187627,11,2,18,6,18,0,1,25
ENSG00000154518,39,201,196,30,65,0,45,87
ENSG00000187514,949,516,4953,718,2573,2187,1030,2143
ENSG00000118257,75,0,34,276,31,58,56,13
ENSG00000123992,100,174,225,95,146,1,107,105
ENSG00000135905,732,283,1647,188,1638,441,288,593
ENSG00000055917,712,135,2520,394,1593,1298,281,907
ENSG00000185404,214,2,450,67,583,2,104,289
ENSG00000273045,2,1,5,0,10,0,1,8
ENSG00000163328,211,4,405,42,448,0,82,194
ENSG00000197223,21,0,108,0,27,0,15,36
ENSG00000189350,73,0,51,68,58,0,58,24
ENSG00000115414,75,0,30,229,73,0,73,9
ENSG00000231536,0,0,0,0,0,0,0,0
ENSG00000216867,0,0,0,0,0,0,0,0
ENSG00000169679,24,337,20,154,47,60,45,13
ENSG00000235881,20,0,1,15,12,0,16,2
ENSG00000153093,10,2,15,31,22,0,33,14
ENSG00000236330,10,0,1,5,1,0,3,2
ENSG00000204581,7,0,1,1,15,0,26,1
ENSG00000153094,107,0,270,58,178,0,49,94
ENSG00000230499,0,0,0,0,0,0,0,1
ENSG00000227992,1,0,5,0,6,22,1,1
ENSG00000271590,1,0,5,45,7,0,4,5
ENSG00000288658,0,0,0,0,1,0,0,0
ENSG00000118965,38,151,95,0,46,0,41,39
ENSG00000135899,979,92,2598,57,1861,122,306,1788
ENSG00000115155,41,0,5,68,196,0,86,209
ENSG00000228329,28,0,35,0,28,0,7,26
ENSG00000237576,7,0,36,0,17,0,4,15
ENSG00000163217,12,0,0,27,4,0,8,1
ENSG00000283586,2,0,0,0,2,0,4,0
ENSG00000183607,6,0,0,42,7,0,9,1
ENSG00000169605,6,0,0,0,0,0,2,0
ENSG00000286347,1,0,0,0,0,0,3,0
ENSG00000266649,0,0,0,0,0,0,0,0
ENSG00000251850,0,0,2,0,0,0,8,0
ENSG00000199460,0,0,0,0,0,0,0,0
ENSG00000271597,0,0,0,0,0,0,2,0
ENSG00000169604,32,0,3,36,34,0,63,14
ENSG00000204787,1,0,0,0,7,0,6,1
ENSG00000172016,2,0,0,0,0,0,6,3
ENSG00000224879,1,0,0,0,0,0,0,0
ENSG00000286227,0,0,0,0,5,0,3,0
ENSG00000229385,3,0,0,0,0,0,13,0
ENSG00000277171,0,0,0,0,0,0,4,0
ENSG00000230237,0,0,0,0,0,0,1,0
ENSG00000252031,0,0,0,0,0,0,0,0
ENSG00000266436,0,0,0,0,0,0,0,0
ENSG00000276917,0,0,0,0,0,0,4,0
ENSG00000224731,0,0,0,0,0,0,2,0
ENSG00000223427,1,1,4,0,1,1,3,8
ENSG00000162951,3,0,0,28,10,0,17,0
ENSG00000237031,12,0,0,0,1,0,11,0
ENSG00000066032,26,2,1,23,8,0,32,1
ENSG00000115267,154,31,351,74,532,4,114,560
ENSG00000115271,393,73,1376,219,343,2,65,366
ENSG00000212312,0,0,0,0,0,0,1,0
ENSG00000055332,334,305,1250,336,1550,264,153,1208
ENSG00000077232,162,26,656,45,364,117,116,189
ENSG00000232430,0,0,0,0,0,0,0,0
ENSG00000212404,0,0,0,0,0,0,0,0
ENSG00000162998,3,0,0,0,1,0,12,0
ENSG00000207178,0,0,0,0,0,0,1,0
ENSG00000130294,56,139,8,58,47,0,100,3
ENSG00000205837,6,0,2,5,5,0,14,2
ENSG00000225964,3,0,2,3,35,0,11,13
ENSG00000134321,239,21,412,0,5727,600,170,3830
ENSG00000271947,0,0,0,0,0,0,1,2
ENSG00000228203,16,0,11,16,42,0,6,82
ENSG00000151692,84,10,157,69,210,1,104,149
ENSG00000162929,29,0,60,0,50,0,31,19
ENSG00000274769,0,0,0,0,0,0,1,0
ENSG00000212978,2,0,12,19,6,0,1,2
ENSG00000271889,1,0,1,0,4,0,2,0
ENSG00000173209,390,98,815,164,1123,0,166,413
ENSG00000273302,4,0,8,0,14,0,2,2
ENSG00000271146,1,0,5,0,12,0,5,1
ENSG00000123609,157,37,625,71,251,105,99,343
ENSG00000123610,126,4,549,0,305,127,59,202
ENSG00000283569,0,0,0,0,0,0,0,0
ENSG00000264684,0,0,0,0,0,0,0,0
ENSG00000242113,6,1,7,0,6,0,6,10
ENSG00000080345,259,81,601,135,580,249,113,364
ENSG00000237633,5,0,6,47,18,0,7,6
ENSG00000279663,5,0,5,1,18,0,19,2
ENSG00000197872,212,5,811,0,421,0,73,283
ENSG00000235480,1,0,4,0,0,0,2,4
ENSG00000196843,354,1,899,71,703,100,259,691
ENSG00000114982,271,171,557,188,648,2828,163,381
ENSG00000249715,55,0,10,130,22,0,59,5
ENSG00000114988,31,0,89,38,44,0,56,20
ENSG00000158158,68,26,217,45,93,68,62,74
ENSG00000264157,2,0,3,0,4,0,0,6
ENSG00000273265,3,0,3,0,7,0,4,1
ENSG00000168763,103,76,282,119,268,0,49,117
ENSG00000163126,17,0,9,0,21,0,14,13
ENSG00000213337,10,0,27,21,34,35,15,21
ENSG00000168758,161,0,208,1,271,0,46,43
ENSG00000286654,12,0,5,0,4,0,15,6
ENSG00000274206,0,0,0,0,0,0,1,0
ENSG00000124831,2254,1245,7398,733,3315,3238,1089,3751
ENSG00000286864,76,11,102,16,197,0,101,311
ENSG00000132329,7,0,4,42,0,0,9,1
ENSG00000263723,0,0,0,0,3,0,2,0
ENSG00000124003,4,115,0,0,0,0,5,0
ENSG00000233751,3,0,0,0,0,0,0,1
ENSG00000203531,0,0,0,0,0,0,1,2
ENSG00000235225,6,0,1,1,2,0,10,1
ENSG00000224121,0,0,0,0,5,0,0,3
ENSG00000234193,0,0,0,0,1,0,0,0
ENSG00000278083,0,0,0,0,0,0,0,1
ENSG00000123983,120,35,368,78,221,9,84,232
ENSG00000229798,0,0,0,0,1,0,1,0
ENSG00000115318,52,550,98,94,67,46,20,41
ENSG00000233872,6,0,6,19,1,0,9,0
ENSG00000108442,0,0,0,10,2,0,1,0
ENSG00000204843,803,821,2548,348,1630,731,561,1133
ENSG00000082898,545,216,2127,563,1172,403,366,654
ENSG00000235013,0,0,0,0,0,0,0,0
ENSG00000173699,5,0,0,2,7,1,11,0
ENSG00000277998,10,0,27,1,2,0,4,6
ENSG00000224331,2,0,0,0,5,0,6,2
ENSG00000206869,0,0,0,0,0,0,0,0
ENSG00000199508,0,0,0,0,0,0,0,0
ENSG00000115339,78,96,285,39,120,0,31,30
ENSG00000235192,8,0,16,0,5,0,3,6
ENSG00000229195,0,0,0,0,0,0,0,0
ENSG00000232411,5,0,2,6,2,0,1,0
ENSG00000123607,89,0,138,0,244,0,76,81
ENSG00000155749,19,0,31,18,54,0,10,15
ENSG00000115993,121,0,689,144,457,1118,105,186
ENSG00000082146,11,0,82,3,31,19,20,52
ENSG00000213090,9,0,19,0,20,3,13,6
ENSG00000202008,0,0,1,0,0,0,0,0
ENSG00000155754,6,0,2,10,5,0,6,2
ENSG00000234842,0,0,0,0,0,0,0,0
ENSG00000224299,0,0,0,0,5,0,0,0
ENSG00000227736,0,0,0,0,6,0,2,2
ENSG00000224590,0,0,0,0,0,0,0,0
ENSG00000234731,0,0,0,0,0,0,0,0
ENSG00000249177,1,0,0,0,0,0,0,0
ENSG00000227841,0,0,0,0,0,0,2,0
ENSG00000241790,0,0,0,0,0,0,0,0
ENSG00000287133,1,0,0,0,3,0,2,1
ENSG00000082126,10,0,4,2,4,0,15,1
ENSG00000222972,0,0,0,0,0,0,0,0
ENSG00000230799,5,0,3,0,6,0,1,3
ENSG00000138395,5,0,2,76,11,0,18,7
ENSG00000202137,0,0,0,0,1,0,0,0
ENSG00000231124,6,0,0,0,0,0,4,0
ENSG00000212184,2,0,0,4,0,0,0,1
ENSG00000273209,0,0,0,0,0,0,2,0
ENSG00000003393,168,208,292,192,378,315,96,217
ENSG00000018510,181,154,586,317,288,36,141,169
ENSG00000206732,8,0,3,0,9,0,2,2
ENSG00000138092,59,0,42,47,100,110,26,20
ENSG00000271936,5,0,6,0,16,0,8,1
ENSG00000115137,45,0,60,11,54,0,35,37
ENSG00000237953,0,0,0,0,0,0,2,0
ENSG00000202479,0,0,1,0,1,0,0,0
ENSG00000286645,4,0,0,0,2,0,4,1
ENSG00000207069,0,0,0,0,0,0,0,0
ENSG00000276653,2,0,0,0,0,0,0,0
ENSG00000229593,17,13,1,20,11,0,14,0
ENSG00000138031,30,252,126,30,84,287,49,94
ENSG00000136709,270,498,659,101,530,0,110,242
ENSG00000173349,0,0,0,0,0,0,0,0
ENSG00000201470,0,0,0,0,1,0,0,0
ENSG00000200390,0,0,0,0,5,0,1,0
ENSG00000274010,4,0,0,0,2,0,0,7
ENSG00000144231,33,82,130,19,54,0,35,33
ENSG00000202532,0,0,0,0,0,0,0,0
ENSG00000244563,0,0,0,0,0,0,0,0
ENSG00000273950,0,215,1,0,0,0,0,2
ENSG00000144233,119,0,243,123,241,1,78,95
ENSG00000272667,1,0,9,0,6,0,3,4
ENSG00000286873,1,0,4,1,9,0,4,5
ENSG00000204399,3,0,0,0,0,0,0,0
ENSG00000136715,225,4,617,99,479,0,237,595
ENSG00000125637,1231,64,3870,368,2058,0,623,1188
ENSG00000234174,7,0,8,7,2,0,11,6
ENSG00000189223,120,300,42,257,169,134,137,162
ENSG00000125618,37,1,8,7,46,0,59,27
ENSG00000231292,3,0,2,0,0,0,1,0
ENSG00000272563,3,0,1,3,1,0,2,1
ENSG00000143947,608,182,5676,194,1486,133,974,2035
ENSG00000225328,5,0,1,0,3,0,5,2
ENSG00000236877,2,0,0,0,0,0,0,0
ENSG00000227597,0,0,0,0,1,0,4,0
ENSG00000198203,30,0,3,134,40,0,43,1
ENSG00000261209,0,0,1,0,0,0,2,0
ENSG00000237223,13,154,4,12,16,0,7,0
ENSG00000271070,0,0,0,0,0,0,1,0
ENSG00000198075,5,2,1,0,7,0,3,1
ENSG00000271284,1,0,0,0,7,0,0,0
ENSG00000135945,108,51,287,51,238,0,66,106
ENSG00000273306,3,0,2,0,10,0,3,3
ENSG00000230393,0,0,0,0,0,0,2,0
ENSG00000232084,13,0,2,39,4,0,21,0
ENSG00000286058,7,0,1,3,3,0,3,2
ENSG00000231240,0,0,0,29,0,0,10,2
ENSG00000248313,0,0,0,0,0,0,0,0
ENSG00000196604,7,0,4,2,11,10,25,4
ENSG00000228471,0,0,0,0,0,0,0,0
ENSG00000224087,0,0,0,0,0,0,1,0
ENSG00000252223,0,0,0,0,0,0,0,0
ENSG00000234398,3,0,0,0,0,0,9,0
ENSG00000177483,10,0,47,4,28,0,13,26
ENSG00000173559,2216,294,4224,229,3193,414,673,1850
ENSG00000274845,0,0,0,0,0,0,0,0
ENSG00000288582,0,0,2,0,0,0,0,0
ENSG00000225884,8,0,2,0,0,0,1,0
ENSG00000168497,20,3251,43,4945,7,70326,83,301
ENSG00000213946,0,0,0,0,0,0,5,0
ENSG00000287250,9,0,6,30,1,0,1,0
ENSG00000286244,4,0,4,0,3,0,3,1
ENSG00000271536,2,0,0,0,2,0,0,0
ENSG00000163017,15,0,1,11,17,0,20,0
ENSG00000114956,41,30,156,26,98,0,32,53
ENSG00000201876,0,0,2,0,4,0,0,0
ENSG00000235499,0,0,0,0,0,0,0,0
ENSG00000187605,771,58,1602,445,1177,346,345,856
ENSG00000198380,127,11,342,71,272,326,82,196
ENSG00000115977,962,9,1917,276,2432,121,493,857
ENSG00000135999,127,329,569,76,361,82,92,282
ENSG00000222126,2,0,0,0,0,0,0,0
ENSG00000168280,137,231,73,127,201,0,111,31
ENSG00000150556,16,0,1,48,13,0,12,4
ENSG00000286335,0,0,0,0,0,0,2,1
ENSG00000224337,2,0,0,0,2,0,5,0
ENSG00000187123,4,0,1,7,17,0,17,1
ENSG00000223604,0,0,0,0,1,0,3,0
ENSG00000168288,37,89,148,51,70,0,12,60
ENSG00000207270,3,0,0,0,1,0,2,0
ENSG00000162947,3,0,0,3,5,0,5,0
ENSG00000230645,4,0,0,0,14,0,8,0
ENSG00000231420,1,0,0,0,0,0,1,0
ENSG00000175701,6,0,43,40,7,0,10,7
ENSG00000144115,34,0,30,62,19,0,33,5
ENSG00000176204,15,0,4,0,3,0,8,0
ENSG00000115963,7,0,1,7,4,0,5,0
ENSG00000163596,61,34,97,20,110,1,43,114
ENSG00000155760,1,0,4,0,4,0,13,1
ENSG00000115970,225,62,411,41,531,3,152,248
ENSG00000115604,106,0,193,0,133,0,32,73
ENSG00000019169,11,0,129,21,75,0,71,52
ENSG00000235118,7,0,0,0,8,0,17,0
ENSG00000163046,5,56,4,0,4,0,2,5
ENSG00000183281,7,0,11,0,1,0,3,3
ENSG00000184924,16,0,17,0,16,0,17,9
ENSG00000162959,9,0,23,1,23,1,15,19
ENSG00000084090,206,63,688,25,306,1,91,208
ENSG00000003137,39,0,3,1,29,0,32,4
ENSG00000134326,88,10,115,12,533,172,80,579
ENSG00000042304,19,0,0,43,14,0,10,3
ENSG00000207116,0,0,0,0,0,0,1,4
ENSG00000224346,3,0,2,48,4,0,0,2
ENSG00000223092,0,0,0,0,0,0,2,3
ENSG00000252759,12,0,36,2,37,0,2,15
ENSG00000240344,32,0,161,88,145,16,19,39
ENSG00000201499,0,0,0,0,0,0,0,0
ENSG00000252916,0,0,1,0,0,0,0,1
ENSG00000115942,88,181,184,94,244,0,39,65
ENSG00000183308,0,0,0,0,0,0,1,0
ENSG00000225695,1,0,11,2,8,0,2,5
ENSG00000226658,7,0,2,0,9,0,1,5
ENSG00000252148,0,0,0,0,0,0,0,0
ENSG00000273975,0,0,0,0,1,0,3,1
ENSG00000232719,1,0,0,0,0,0,0,0
ENSG00000224672,0,0,0,0,0,0,1,0
ENSG00000232133,1,0,0,0,0,0,2,0
ENSG00000226312,164,230,142,43,335,22,46,104
ENSG00000238829,1,0,0,0,4,0,0,0
ENSG00000235579,0,0,2,0,9,0,0,0
ENSG00000234431,0,0,0,0,0,0,0,0
ENSG00000227348,1,0,2,0,9,0,1,1
ENSG00000225796,4,0,6,92,32,0,0,4
ENSG00000235318,0,0,0,0,0,0,0,0
ENSG00000119013,22,1,185,0,58,0,10,35
ENSG00000288048,4,0,1,0,2,0,5,0
ENSG00000286557,0,0,0,0,0,0,2,0
ENSG00000278924,0,0,0,0,0,0,0,0
ENSG00000226963,2,0,3,0,5,0,1,0
ENSG00000232788,2,190,10,8,15,0,0,1
ENSG00000152527,42,1,6,70,24,0,20,2
ENSG00000229695,1,0,2,13,7,0,0,0
ENSG00000252490,1,0,0,6,0,0,2,0
ENSG00000138036,14,0,35,49,12,0,10,11
ENSG00000138075,14,0,7,49,24,0,27,0
ENSG00000143921,24,0,6,47,11,0,53,3
ENSG00000200924,1,0,0,0,0,0,0,2
